account_id,customer_id,account_type,balance,status
ACC0217577,CUST017577,Current,174540,Active
ACC0217578,CUST017578,Current,41344,Active
ACC0217579,CUST017579,Salary,114869,Active
ACC0217580,CUST017580,Salary,118238,Active
ACC0217581,CUST017581,Salary,162842,Active
ACC0217582,CUST017582,Savings,28099,Active
ACC0217583,CUST017583,Savings,29957,Active
ACC0217584,CUST017584,Current,51952,Active
ACC0217585,CUST017585,Salary,12559,Active
ACC0217586,CUST017586,Savings,99889,Active
ACC0217587,CUST017587,Current,135429,Active
ACC0217588,CUST017588,Current,10872,Active
ACC0217589,CUST017589,Current,126675,Active
ACC0217590,CUST017590,Savings,38053,Active
ACC0217591,CUST017591,Salary,164674,Active
ACC0217592,CUST017592,Salary,119746,Active
ACC0217593,CUST017593,Salary,83265,Active
ACC0217594,CUST017594,Current,174046,Active
ACC0217595,CUST017595,Salary,11186,Active
ACC0217596,CUST017596,Salary,127432,Active
ACC0217597,CUST017597,Salary,146986,Active
ACC0217598,CUST017598,Salary,86414,Active
ACC0217599,CUST017599,Savings,61116,Active
ACC0217600,CUST017600,Current,198745,Active
ACC0217601,CUST017601,Savings,24740,Active
ACC0217602,CUST017602,Current,193556,Active
ACC0217603,CUST017603,Salary,113400,Active
ACC0217604,CUST017604,Savings,112767,Active
ACC0217605,CUST017605,Savings,76316,Active
ACC0217606,CUST017606,Savings,130776,Active
ACC0217607,CUST017607,Current,35640,Active
ACC0217608,CUST017608,Salary,37741,Active
ACC0217609,CUST017609,Salary,143975,Active
ACC0217610,CUST017610,Salary,15227,Active
ACC0217611,CUST017611,Savings,13238,Active
ACC0217612,CUST017612,Savings,135870,Active
ACC0217613,CUST017613,Salary,39133,Active
ACC0217614,CUST017614,Savings,157323,Active
ACC0217615,CUST017615,Current,82139,Active
ACC0217616,CUST017616,Salary,41789,Active
ACC0217617,CUST017617,Salary,174610,Active
ACC0217618,CUST017618,Salary,81970,Active
ACC0217619,CUST017619,Salary,182027,Active
ACC0217620,CUST017620,Current,81386,Dormant
ACC0217621,CUST017621,Salary,162332,Active
ACC0217622,CUST017622,Savings,157651,Active
ACC0217623,CUST017623,Savings,106905,Active
ACC0217624,CUST017624,Savings,52780,Active
ACC0217625,CUST017625,Current,138828,Dormant
ACC0217626,CUST017626,Current,115836,Dormant
ACC0217627,CUST017627,Salary,93639,Active
ACC0217628,CUST017628,Salary,123846,Active
ACC0217629,CUST017629,Current,149505,Active
ACC0217630,CUST017630,Current,62564,Active
ACC0217631,CUST017631,Current,161309,Active
ACC0217632,CUST017632,Current,125527,Active
ACC0217633,CUST017633,Savings,72311,Active
ACC0217634,CUST017634,Current,93187,Active
ACC0217635,CUST017635,Salary,30084,Active
ACC0217636,CUST017636,Current,22404,Dormant
ACC0217637,CUST017637,Current,162232,Active
ACC0217638,CUST017638,Savings,5318,Active
ACC0217639,CUST017639,Savings,197753,Active
ACC0217640,CUST017640,Savings,76554,Dormant
ACC0217641,CUST017641,Savings,99876,Active
ACC0217642,CUST017642,Current,193834,Active
ACC0217643,CUST017643,Current,95124,Active
ACC0217644,CUST017644,Current,177650,Active
ACC0217645,CUST017645,Savings,35417,Active
ACC0217646,CUST017646,Savings,165564,Dormant
ACC0217647,CUST017647,Salary,93096,Active
ACC0217648,CUST017648,Salary,91491,Active
ACC0217649,CUST017649,Current,58192,Active
ACC0217650,CUST017650,Savings,169764,Active
ACC0217651,CUST017651,Salary,129490,Active
ACC0217652,CUST017652,Savings,130759,Dormant
ACC0217653,CUST017653,Salary,142414,Active
ACC0217654,CUST017654,Salary,78945,Active
ACC0217655,CUST017655,Current,147492,Active
ACC0217656,CUST017656,Current,45742,Dormant
ACC0217657,CUST017657,Savings,55704,Active
ACC0217658,CUST017658,Current,187800,Active
ACC0217659,CUST017659,Salary,175025,Active
ACC0217660,CUST017660,Salary,179036,Active
ACC0217661,CUST017661,Savings,59475,Active
ACC0217662,CUST017662,Savings,76097,Active
ACC0217663,CUST017663,Salary,170354,Active
ACC0217664,CUST017664,Salary,116864,Dormant
ACC0217665,CUST017665,Savings,93659,Active
ACC0217666,CUST017666,Current,179307,Active
ACC0217667,CUST017667,Savings,13828,Active
ACC0217668,CUST017668,Current,130656,Active
ACC0217669,CUST017669,Salary,197760,Active
ACC0217670,CUST017670,Current,153521,Active
ACC0217671,CUST017671,Current,188886,Active
ACC0217672,CUST017672,Salary,50793,Active
ACC0217673,CUST017673,Savings,40864,Active
ACC0217674,CUST017674,Salary,43797,Active
ACC0217675,CUST017675,Current,62217,Dormant
ACC0217676,CUST017676,Current,190126,Active
ACC0217677,CUST017677,Current,114940,Active
ACC0217678,CUST017678,Salary,12572,Dormant
ACC0217679,CUST017679,Savings,13375,Active
ACC0217680,CUST017680,Savings,147865,Active
ACC0217681,CUST017681,Savings,133568,Active
ACC0217682,CUST017682,Savings,177035,Active
ACC0217683,CUST017683,Current,98098,Active
ACC0217684,CUST017684,Savings,44770,Active
ACC0217685,CUST017685,Savings,137144,Active
ACC0217686,CUST017686,Savings,151526,Active
ACC0217687,CUST017687,Savings,12207,Active
ACC0217688,CUST017688,Current,63284,Active
ACC0217689,CUST017689,Salary,75600,Active
ACC0217690,CUST017690,Current,88006,Active
ACC0217691,CUST017691,Savings,149048,Active
ACC0217692,CUST017692,Savings,71281,Active
ACC0217693,CUST017693,Salary,100761,Active
ACC0217694,CUST017694,Current,44469,Active
ACC0217695,CUST017695,Salary,38296,Active
ACC0217696,CUST017696,Salary,145454,Active
ACC0217697,CUST017697,Savings,127657,Active
ACC0217698,CUST017698,Savings,132849,Active
ACC0217699,CUST017699,Savings,117200,Active
ACC0217700,CUST017700,Current,50135,Active
ACC0217701,CUST017701,Salary,187367,Active
ACC0217702,CUST017702,Current,19490,Active
ACC0217703,CUST017703,Salary,127378,Active
ACC0217704,CUST017704,Savings,139354,Active
ACC0217705,CUST017705,Current,18365,Active
ACC0217706,CUST017706,Salary,132610,Active
ACC0217707,CUST017707,Current,30748,Dormant
ACC0217708,CUST017708,Salary,184401,Active
ACC0217709,CUST017709,Savings,98776,Active
ACC0217710,CUST017710,Current,42397,Active
ACC0217711,CUST017711,Savings,7368,Active
ACC0217712,CUST017712,Savings,75864,Dormant
ACC0217713,CUST017713,Current,138523,Active
ACC0217714,CUST017714,Salary,195420,Active
ACC0217715,CUST017715,Current,130645,Active
ACC0217716,CUST017716,Current,103249,Active
ACC0217717,CUST017717,Savings,82997,Active
ACC0217718,CUST017718,Salary,165943,Active
ACC0217719,CUST017719,Salary,161733,Active
ACC0217720,CUST017720,Salary,26710,Active
ACC0217721,CUST017721,Current,168633,Active
ACC0217722,CUST017722,Savings,142454,Active
ACC0217723,CUST017723,Current,49823,Active
ACC0217724,CUST017724,Savings,159194,Active
ACC0217725,CUST017725,Current,155581,Active
ACC0217726,CUST017726,Salary,43301,Active
ACC0217727,CUST017727,Savings,23574,Active
ACC0217728,CUST017728,Salary,133459,Active
ACC0217729,CUST017729,Salary,88643,Active
ACC0217730,CUST017730,Salary,30781,Active
ACC0217731,CUST017731,Savings,96002,Active
ACC0217732,CUST017732,Current,16870,Active
ACC0217733,CUST017733,Current,149642,Active
ACC0217734,CUST017734,Savings,23246,Active
ACC0217735,CUST017735,Salary,40873,Dormant
ACC0217736,CUST017736,Salary,27708,Active
ACC0217737,CUST017737,Savings,182502,Active
ACC0217738,CUST017738,Savings,24953,Active
ACC0217739,CUST017739,Savings,92922,Active
ACC0217740,CUST017740,Current,109878,Active
ACC0217741,CUST017741,Salary,156563,Active
ACC0217742,CUST017742,Salary,153302,Active
ACC0217743,CUST017743,Savings,167102,Active
ACC0217744,CUST017744,Current,123414,Active
ACC0217745,CUST017745,Savings,13939,Active
ACC0217746,CUST017746,Savings,62940,Dormant
ACC0217747,CUST017747,Current,58566,Active
ACC0217748,CUST017748,Current,86006,Active
ACC0217749,CUST017749,Savings,188128,Active
ACC0217750,CUST017750,Savings,95811,Active
ACC0217751,CUST017751,Current,55136,Active
ACC0217752,CUST017752,Savings,96006,Active
ACC0217753,CUST017753,Savings,103593,Active
ACC0217754,CUST017754,Current,5773,Active
ACC0217755,CUST017755,Current,27693,Active
ACC0217756,CUST017756,Current,109844,Active
ACC0217757,CUST017757,Current,84613,Active
ACC0217758,CUST017758,Salary,85670,Active
ACC0217759,CUST017759,Savings,41182,Active
ACC0217760,CUST017760,Savings,51719,Active
ACC0217761,CUST017761,Current,141380,Active
ACC0217762,CUST017762,Savings,33993,Active
ACC0217763,CUST017763,Savings,79770,Active
ACC0217764,CUST017764,Savings,20619,Active
ACC0217765,CUST017765,Savings,157099,Active
ACC0217766,CUST017766,Salary,182209,Active
ACC0217767,CUST017767,Salary,104164,Active
ACC0217768,CUST017768,Savings,189299,Active
ACC0217769,CUST017769,Savings,96738,Active
ACC0217770,CUST017770,Savings,127765,Active
ACC0217771,CUST017771,Current,122112,Active
ACC0217772,CUST017772,Salary,166760,Active
ACC0217773,CUST017773,Salary,175991,Active
ACC0217774,CUST017774,Salary,186438,Active
ACC0217775,CUST017775,Current,79767,Active
ACC0217776,CUST017776,Current,70011,Active
ACC0217777,CUST017777,Savings,108132,Dormant
ACC0217778,CUST017778,Savings,51261,Dormant
ACC0217779,CUST017779,Salary,196815,Active
ACC0217780,CUST017780,Current,182512,Active
ACC0217781,CUST017781,Savings,21542,Active
ACC0217782,CUST017782,Salary,108660,Active
ACC0217783,CUST017783,Salary,167085,Active
ACC0217784,CUST017784,Current,25615,Active
ACC0217785,CUST017785,Salary,151963,Active
ACC0217786,CUST017786,Salary,140669,Active
ACC0217787,CUST017787,Current,178797,Active
ACC0217788,CUST017788,Salary,15626,Active
ACC0217789,CUST017789,Current,95868,Active
ACC0217790,CUST017790,Salary,145152,Active
ACC0217791,CUST017791,Current,34579,Active
ACC0217792,CUST017792,Salary,67721,Active
ACC0217793,CUST017793,Savings,149754,Active
ACC0217794,CUST017794,Savings,123930,Active
ACC0217795,CUST017795,Savings,121034,Active
ACC0217796,CUST017796,Current,153926,Active
ACC0217797,CUST017797,Current,34720,Active
ACC0217798,CUST017798,Salary,146421,Active
ACC0217799,CUST017799,Current,145790,Active
ACC0217800,CUST017800,Savings,95699,Active
ACC0217801,CUST017801,Current,51268,Active
ACC0217802,CUST017802,Savings,74069,Active
ACC0217803,CUST017803,Savings,16799,Active
ACC0217804,CUST017804,Current,192287,Active
ACC0217805,CUST017805,Salary,156037,Active
ACC0217806,CUST017806,Current,168255,Active
ACC0217807,CUST017807,Savings,199004,Active
ACC0217808,CUST017808,Salary,179058,Active
ACC0217809,CUST017809,Savings,64929,Active
ACC0217810,CUST017810,Savings,41706,Active
ACC0217811,CUST017811,Current,137493,Active
ACC0217812,CUST017812,Salary,195333,Active
ACC0217813,CUST017813,Current,186027,Active
ACC0217814,CUST017814,Savings,40544,Active
ACC0217815,CUST017815,Current,153825,Active
ACC0217816,CUST017816,Salary,128962,Active
ACC0217817,CUST017817,Salary,85690,Active
ACC0217818,CUST017818,Current,31123,Active
ACC0217819,CUST017819,Savings,33380,Active
ACC0217820,CUST017820,Current,194880,Active
ACC0217821,CUST017821,Savings,187290,Active
ACC0217822,CUST017822,Current,32612,Active
ACC0217823,CUST017823,Salary,6347,Active
ACC0217824,CUST017824,Salary,157306,Active
ACC0217825,CUST017825,Current,149240,Active
ACC0217826,CUST017826,Savings,82981,Dormant
ACC0217827,CUST017827,Savings,183313,Active
ACC0217828,CUST017828,Salary,34927,Active
ACC0217829,CUST017829,Salary,82261,Active
ACC0217830,CUST017830,Current,62535,Active
ACC0217831,CUST017831,Savings,178382,Active
ACC0217832,CUST017832,Savings,180508,Active
ACC0217833,CUST017833,Savings,85169,Active
ACC0217834,CUST017834,Current,80542,Active
ACC0217835,CUST017835,Current,188262,Active
ACC0217836,CUST017836,Current,70741,Active
ACC0217837,CUST017837,Salary,63958,Active
ACC0217838,CUST017838,Salary,16670,Active
ACC0217839,CUST017839,Salary,144938,Active
ACC0217840,CUST017840,Salary,53952,Active
ACC0217841,CUST017841,Salary,100498,Active
ACC0217842,CUST017842,Salary,115012,Active
ACC0217843,CUST017843,Savings,127229,Active
ACC0217844,CUST017844,Current,157316,Active
ACC0217845,CUST017845,Current,139819,Active
ACC0217846,CUST017846,Savings,89392,Active
ACC0217847,CUST017847,Salary,187898,Active
ACC0217848,CUST017848,Salary,146733,Active
ACC0217849,CUST017849,Current,173700,Active
ACC0217850,CUST017850,Savings,149341,Active
ACC0217851,CUST017851,Savings,42865,Active
ACC0217852,CUST017852,Current,66261,Active
ACC0217853,CUST017853,Salary,28128,Active
ACC0217854,CUST017854,Savings,101750,Active
ACC0217855,CUST017855,Salary,97599,Active
ACC0217856,CUST017856,Salary,155136,Active
ACC0217857,CUST017857,Current,88099,Dormant
ACC0217858,CUST017858,Savings,108611,Active
ACC0217859,CUST017859,Savings,177875,Active
ACC0217860,CUST017860,Savings,33909,Active
ACC0217861,CUST017861,Salary,90299,Active
ACC0217862,CUST017862,Current,121535,Active
ACC0217863,CUST017863,Savings,197761,Active
ACC0217864,CUST017864,Savings,147003,Active
ACC0217865,CUST017865,Current,32285,Active
ACC0217866,CUST017866,Savings,13842,Active
ACC0217867,CUST017867,Savings,147019,Active
ACC0217868,CUST017868,Savings,192183,Active
ACC0217869,CUST017869,Current,131021,Active
ACC0217870,CUST017870,Current,75985,Active
ACC0217871,CUST017871,Savings,172962,Active
ACC0217872,CUST017872,Current,77924,Active
ACC0217873,CUST017873,Salary,183934,Active
ACC0217874,CUST017874,Savings,19845,Active
ACC0217875,CUST017875,Salary,153303,Active
ACC0217876,CUST017876,Salary,22514,Active
ACC0217877,CUST017877,Current,162034,Active
ACC0217878,CUST017878,Salary,192115,Active
ACC0217879,CUST017879,Current,196616,Active
ACC0217880,CUST017880,Salary,113900,Active
ACC0217881,CUST017881,Current,82169,Dormant
ACC0217882,CUST017882,Salary,71450,Active
ACC0217883,CUST017883,Salary,190663,Active
ACC0217884,CUST017884,Savings,191860,Active
ACC0217885,CUST017885,Salary,59043,Active
ACC0217886,CUST017886,Current,53388,Dormant
ACC0217887,CUST017887,Current,131142,Active
ACC0217888,CUST017888,Salary,48909,Active
ACC0217889,CUST017889,Salary,7339,Active
ACC0217890,CUST017890,Current,111250,Active
ACC0217891,CUST017891,Current,49233,Active
ACC0217892,CUST017892,Current,13616,Active
ACC0217893,CUST017893,Salary,160033,Dormant
ACC0217894,CUST017894,Savings,155221,Active
ACC0217895,CUST017895,Savings,30783,Active
ACC0217896,CUST017896,Savings,54544,Active
ACC0217897,CUST017897,Current,5876,Active
ACC0217898,CUST017898,Current,65678,Active
ACC0217899,CUST017899,Current,63016,Active
ACC0217900,CUST017900,Current,9951,Active
ACC0217901,CUST017901,Current,26997,Active
ACC0217902,CUST017902,Salary,140555,Active
ACC0217903,CUST017903,Salary,156271,Active
ACC0217904,CUST017904,Current,172630,Active
ACC0217905,CUST017905,Savings,46587,Active
ACC0217906,CUST017906,Salary,55057,Active
ACC0217907,CUST017907,Salary,53527,Active
ACC0217908,CUST017908,Savings,185876,Active
ACC0217909,CUST017909,Current,51842,Active
ACC0217910,CUST017910,Savings,35460,Active
ACC0217911,CUST017911,Savings,124279,Active
ACC0217912,CUST017912,Savings,105496,Active
ACC0217913,CUST017913,Current,163539,Active
ACC0217914,CUST017914,Current,151947,Active
ACC0217915,CUST017915,Savings,16739,Active
ACC0217916,CUST017916,Current,79075,Active
ACC0217917,CUST017917,Salary,105972,Active
ACC0217918,CUST017918,Savings,128515,Active
ACC0217919,CUST017919,Salary,178381,Active
ACC0217920,CUST017920,Salary,127322,Active
ACC0217921,CUST017921,Salary,74422,Active
ACC0217922,CUST017922,Current,35927,Active
ACC0217923,CUST017923,Current,104404,Active
ACC0217924,CUST017924,Savings,68308,Active
ACC0217925,CUST017925,Salary,11831,Active
ACC0217926,CUST017926,Current,61438,Active
ACC0217927,CUST017927,Savings,11939,Active
ACC0217928,CUST017928,Savings,88722,Active
ACC0217929,CUST017929,Current,152012,Active
ACC0217930,CUST017930,Salary,111635,Active
ACC0217931,CUST017931,Salary,34569,Active
ACC0217932,CUST017932,Savings,156907,Active
ACC0217933,CUST017933,Current,33393,Active
ACC0217934,CUST017934,Salary,87202,Active
ACC0217935,CUST017935,Savings,177147,Active
ACC0217936,CUST017936,Current,165485,Active
ACC0217937,CUST017937,Savings,20141,Active
ACC0217938,CUST017938,Current,50700,Dormant
ACC0217939,CUST017939,Current,64873,Active
ACC0217940,CUST017940,Current,101676,Active
ACC0217941,CUST017941,Salary,21387,Active
ACC0217942,CUST017942,Salary,90614,Active
ACC0217943,CUST017943,Current,48153,Active
ACC0217944,CUST017944,Current,31144,Dormant
ACC0217945,CUST017945,Current,64290,Active
ACC0217946,CUST017946,Salary,126898,Active
ACC0217947,CUST017947,Salary,55934,Active
ACC0217948,CUST017948,Savings,126229,Active
ACC0217949,CUST017949,Salary,187741,Active
ACC0217950,CUST017950,Current,10079,Active
ACC0217951,CUST017951,Savings,199983,Active
ACC0217952,CUST017952,Current,6782,Active
ACC0217953,CUST017953,Current,80714,Dormant
ACC0217954,CUST017954,Salary,37656,Active
ACC0217955,CUST017955,Savings,25909,Active
ACC0217956,CUST017956,Current,141569,Active
ACC0217957,CUST017957,Current,97534,Active
ACC0217958,CUST017958,Savings,83053,Active
ACC0217959,CUST017959,Savings,148698,Active
ACC0217960,CUST017960,Current,185259,Active
ACC0217961,CUST017961,Savings,61712,Active
ACC0217962,CUST017962,Savings,93747,Active
ACC0217963,CUST017963,Current,186054,Active
ACC0217964,CUST017964,Salary,125429,Active
ACC0217965,CUST017965,Savings,120443,Active
ACC0217966,CUST017966,Savings,166386,Active
ACC0217967,CUST017967,Salary,191993,Active
ACC0217968,CUST017968,Current,10757,Active
ACC0217969,CUST017969,Current,168449,Active
ACC0217970,CUST017970,Savings,152785,Active
ACC0217971,CUST017971,Savings,55849,Active
ACC0217972,CUST017972,Savings,70696,Active
ACC0217973,CUST017973,Savings,77467,Dormant
ACC0217974,CUST017974,Savings,161558,Active
ACC0217975,CUST017975,Savings,148185,Active
ACC0217976,CUST017976,Salary,63332,Active
ACC0217977,CUST017977,Salary,111457,Active
ACC0217978,CUST017978,Salary,105886,Active
ACC0217979,CUST017979,Savings,10019,Active
ACC0217980,CUST017980,Current,106943,Active
ACC0217981,CUST017981,Current,7426,Active
ACC0217982,CUST017982,Savings,113530,Active
ACC0217983,CUST017983,Salary,125283,Active
ACC0217984,CUST017984,Current,46876,Active
ACC0217985,CUST017985,Savings,157699,Active
ACC0217986,CUST017986,Salary,120573,Active
ACC0217987,CUST017987,Savings,78526,Active
ACC0217988,CUST017988,Salary,82863,Active
ACC0217989,CUST017989,Savings,31504,Active
ACC0217990,CUST017990,Savings,160688,Active
ACC0217991,CUST017991,Savings,115604,Active
ACC0217992,CUST017992,Current,92665,Active
ACC0217993,CUST017993,Savings,181841,Active
ACC0217994,CUST017994,Salary,61818,Active
ACC0217995,CUST017995,Salary,34347,Active
ACC0217996,CUST017996,Salary,91157,Active
ACC0217997,CUST017997,Current,47843,Dormant
ACC0217998,CUST017998,Current,172116,Active
ACC0217999,CUST017999,Current,135117,Active
ACC0218000,CUST018000,Salary,59402,Active
ACC0218001,CUST018001,Savings,53113,Active
ACC0218002,CUST018002,Salary,96794,Active
ACC0218003,CUST018003,Current,172628,Active
ACC0218004,CUST018004,Salary,151160,Active
ACC0218005,CUST018005,Savings,36957,Active
ACC0218006,CUST018006,Salary,127172,Active
ACC0218007,CUST018007,Salary,140478,Active
ACC0218008,CUST018008,Current,139439,Active
ACC0218009,CUST018009,Savings,17897,Active
ACC0218010,CUST018010,Salary,52707,Active
ACC0218011,CUST018011,Salary,88522,Active
ACC0218012,CUST018012,Current,43250,Active
ACC0218013,CUST018013,Salary,52465,Active
ACC0218014,CUST018014,Current,196107,Active
ACC0218015,CUST018015,Current,175444,Active
ACC0218016,CUST018016,Current,84579,Active
ACC0218017,CUST018017,Savings,176930,Active
ACC0218018,CUST018018,Salary,20819,Active
ACC0218019,CUST018019,Salary,24793,Active
ACC0218020,CUST018020,Current,142842,Active
ACC0218021,CUST018021,Savings,190421,Active
ACC0218022,CUST018022,Salary,114197,Active
ACC0218023,CUST018023,Current,77125,Active
ACC0218024,CUST018024,Savings,68633,Active
ACC0218025,CUST018025,Savings,154755,Active
ACC0218026,CUST018026,Current,68501,Active
ACC0218027,CUST018027,Savings,49015,Active
ACC0218028,CUST018028,Current,55490,Active
ACC0218029,CUST018029,Savings,99240,Active
ACC0218030,CUST018030,Salary,25624,Active
ACC0218031,CUST018031,Current,71266,Active
ACC0218032,CUST018032,Current,12655,Active
ACC0218033,CUST018033,Savings,107813,Active
ACC0218034,CUST018034,Savings,89937,Active
ACC0218035,CUST018035,Savings,168927,Active
ACC0218036,CUST018036,Current,93414,Active
ACC0218037,CUST018037,Salary,175982,Active
ACC0218038,CUST018038,Savings,147091,Active
ACC0218039,CUST018039,Savings,124516,Active
ACC0218040,CUST018040,Savings,97513,Active
ACC0218041,CUST018041,Salary,171310,Active
ACC0218042,CUST018042,Savings,94823,Active
ACC0218043,CUST018043,Salary,58284,Active
ACC0218044,CUST018044,Savings,152475,Active
ACC0218045,CUST018045,Salary,13522,Active
ACC0218046,CUST018046,Current,159886,Active
ACC0218047,CUST018047,Salary,65369,Active
ACC0218048,CUST018048,Savings,167220,Active
ACC0218049,CUST018049,Salary,173734,Active
ACC0218050,CUST018050,Current,113179,Active
ACC0218051,CUST018051,Savings,39262,Active
ACC0218052,CUST018052,Savings,152406,Active
ACC0218053,CUST018053,Current,46839,Active
ACC0218054,CUST018054,Savings,67894,Active
ACC0218055,CUST018055,Current,194249,Active
ACC0218056,CUST018056,Savings,65196,Active
ACC0218057,CUST018057,Salary,131689,Active
ACC0218058,CUST018058,Current,113115,Active
ACC0218059,CUST018059,Salary,141256,Active
ACC0218060,CUST018060,Salary,11829,Active
ACC0218061,CUST018061,Savings,110467,Active
ACC0218062,CUST018062,Savings,17778,Active
ACC0218063,CUST018063,Current,6910,Active
ACC0218064,CUST018064,Current,69370,Active
ACC0218065,CUST018065,Salary,136391,Active
ACC0218066,CUST018066,Savings,182168,Active
ACC0218067,CUST018067,Salary,149634,Active
ACC0218068,CUST018068,Salary,103361,Active
ACC0218069,CUST018069,Current,172846,Active
ACC0218070,CUST018070,Savings,136307,Active
ACC0218071,CUST018071,Savings,114126,Active
ACC0218072,CUST018072,Salary,55794,Active
ACC0218073,CUST018073,Salary,47005,Active
ACC0218074,CUST018074,Current,101555,Active
ACC0218075,CUST018075,Salary,96782,Active
ACC0218076,CUST018076,Savings,62845,Active
ACC0218077,CUST018077,Savings,177097,Active
ACC0218078,CUST018078,Salary,123568,Active
ACC0218079,CUST018079,Savings,9355,Active
ACC0218080,CUST018080,Current,164197,Active
ACC0218081,CUST018081,Current,39675,Active
ACC0218082,CUST018082,Salary,26465,Active
ACC0218083,CUST018083,Salary,111501,Dormant
ACC0218084,CUST018084,Current,115507,Active
ACC0218085,CUST018085,Salary,61478,Active
ACC0218086,CUST018086,Savings,144538,Active
ACC0218087,CUST018087,Current,179829,Active
ACC0218088,CUST018088,Current,132624,Active
ACC0218089,CUST018089,Salary,184907,Active
ACC0218090,CUST018090,Current,134222,Active
ACC0218091,CUST018091,Savings,151589,Active
ACC0218092,CUST018092,Current,160573,Active
ACC0218093,CUST018093,Current,106533,Active
ACC0218094,CUST018094,Savings,125248,Active
ACC0218095,CUST018095,Savings,140277,Active
ACC0218096,CUST018096,Salary,172103,Active
ACC0218097,CUST018097,Savings,199679,Active
ACC0218098,CUST018098,Savings,75942,Active
ACC0218099,CUST018099,Savings,193185,Active
ACC0218100,CUST018100,Salary,94643,Active
ACC0218101,CUST018101,Salary,49703,Dormant
ACC0218102,CUST018102,Savings,68525,Active
ACC0218103,CUST018103,Savings,7211,Active
ACC0218104,CUST018104,Current,60995,Active
ACC0218105,CUST018105,Salary,179421,Active
ACC0218106,CUST018106,Savings,91035,Active
ACC0218107,CUST018107,Salary,134190,Active
ACC0218108,CUST018108,Current,27866,Dormant
ACC0218109,CUST018109,Current,136893,Active
ACC0218110,CUST018110,Savings,153023,Active
ACC0218111,CUST018111,Salary,20505,Active
ACC0218112,CUST018112,Savings,12439,Active
ACC0218113,CUST018113,Savings,43750,Active
ACC0218114,CUST018114,Salary,37653,Active
ACC0218115,CUST018115,Salary,82847,Active
ACC0218116,CUST018116,Current,70710,Active
ACC0218117,CUST018117,Current,114281,Active
ACC0218118,CUST018118,Current,13056,Active
ACC0218119,CUST018119,Savings,72682,Active
ACC0218120,CUST018120,Savings,92076,Dormant
ACC0218121,CUST018121,Current,158590,Active
ACC0218122,CUST018122,Current,50947,Active
ACC0218123,CUST018123,Salary,191296,Active
ACC0218124,CUST018124,Current,197864,Active
ACC0218125,CUST018125,Savings,12360,Active
ACC0218126,CUST018126,Salary,155427,Active
ACC0218127,CUST018127,Savings,185135,Active
ACC0218128,CUST018128,Savings,81960,Active
ACC0218129,CUST018129,Current,186082,Active
ACC0218130,CUST018130,Salary,154728,Active
ACC0218131,CUST018131,Current,22692,Active
ACC0218132,CUST018132,Savings,159573,Active
ACC0218133,CUST018133,Current,187982,Active
ACC0218134,CUST018134,Savings,133266,Active
ACC0218135,CUST018135,Current,189213,Active
ACC0218136,CUST018136,Salary,175325,Active
ACC0218137,CUST018137,Salary,87396,Active
ACC0218138,CUST018138,Current,100902,Active
ACC0218139,CUST018139,Savings,24194,Active
ACC0218140,CUST018140,Salary,44439,Active
ACC0218141,CUST018141,Salary,88921,Active
ACC0218142,CUST018142,Savings,40583,Active
ACC0218143,CUST018143,Salary,38888,Active
ACC0218144,CUST018144,Savings,10621,Active
ACC0218145,CUST018145,Savings,37354,Active
ACC0218146,CUST018146,Current,174769,Active
ACC0218147,CUST018147,Savings,121908,Active
ACC0218148,CUST018148,Salary,196496,Active
ACC0218149,CUST018149,Savings,129211,Active
ACC0218150,CUST018150,Salary,45028,Active
ACC0218151,CUST018151,Savings,85433,Active
ACC0218152,CUST018152,Savings,37005,Active
ACC0218153,CUST018153,Current,153485,Active
ACC0218154,CUST018154,Salary,48055,Active
ACC0218155,CUST018155,Savings,57611,Active
ACC0218156,CUST018156,Savings,18081,Dormant
ACC0218157,CUST018157,Salary,192268,Active
ACC0218158,CUST018158,Current,135094,Active
ACC0218159,CUST018159,Savings,108331,Active
ACC0218160,CUST018160,Savings,87178,Active
ACC0218161,CUST018161,Current,15910,Active
ACC0218162,CUST018162,Salary,25268,Active
ACC0218163,CUST018163,Savings,90825,Active
ACC0218164,CUST018164,Current,113818,Active
ACC0218165,CUST018165,Current,27565,Active
ACC0218166,CUST018166,Savings,161725,Active
ACC0218167,CUST018167,Current,40341,Active
ACC0218168,CUST018168,Current,27265,Dormant
ACC0218169,CUST018169,Savings,148181,Active
ACC0218170,CUST018170,Savings,107752,Active
ACC0218171,CUST018171,Current,153560,Active
ACC0218172,CUST018172,Salary,189735,Active
ACC0218173,CUST018173,Savings,30369,Active
ACC0218174,CUST018174,Savings,108079,Active
ACC0218175,CUST018175,Current,108447,Active
ACC0218176,CUST018176,Savings,187129,Active
ACC0218177,CUST018177,Savings,72981,Active
ACC0218178,CUST018178,Salary,148525,Active
ACC0218179,CUST018179,Current,78818,Active
ACC0218180,CUST018180,Salary,185326,Active
ACC0218181,CUST018181,Savings,162798,Dormant
ACC0218182,CUST018182,Current,179913,Active
ACC0218183,CUST018183,Current,111115,Active
ACC0218184,CUST018184,Current,103304,Active
ACC0218185,CUST018185,Current,85293,Active
ACC0218186,CUST018186,Salary,129773,Active
ACC0218187,CUST018187,Savings,62661,Active
ACC0218188,CUST018188,Current,75088,Active
ACC0218189,CUST018189,Salary,88212,Active
